,cod_modelo_color,cod_color_code,des_color_specification_esp,des_agrup_color_eng,des_fabric,des_product_category,des_product_aggregated_family,des_product_family,des_product_type,des_filename
3013,53097677-99,99,NEGRO,GREY,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53097677_99.jpg
3014,53075780-99,99,NEGRO,GREY,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2019_53075780_99.jpg
3015,53015745-05,05,CRUDO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53015745_05.jpg
3016,57025908-17,17,CARAMELO,YELLOW,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Kerchief,datathon/images/2019_57025908_17.jpg
3017,57062877-43,43,VERDE,GREEN,P-PLANA,Outerwear,Jackets and Blazers,Vest,Vest,datathon/images/2019_57062877_43.jpg
3018,57017691-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57017691_99.jpg
3019,57047659-99,99,NEGRO,GREY,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_57047659_99.jpg
3020,67090509-09,09,CAMEL,WHITE,T-TRICOT,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2020_67090509_09.jpg
3021,57018255-02,02,OFFWHITE,WHITE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57018255_02.jpg
3022,57087693-OR,OR,ORO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2019_57087693_OR.jpg
3023,57008259-05,05,CRUDO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57008259_05.jpg
3024,57009212-78,78,BURDEOS,RED,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57009212_78.jpg
3025,53033761-85,85,ROSA,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53033761_85.jpg
3026,47034034-52,52,AZUL,BLUE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_47034034_52.jpg
3027,47057823-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_47057823_99.jpg
3028,47055942-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_47055942_OR.jpg
3029,47037836-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2023_47037836_OR.jpg
3030,57030254-88,88,FUCSIA,PINK,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57030254_88.jpg
3032,57030463-52,52,AZUL,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57030463_52.jpg
3033,57050486-02,02,OFFWHITE,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57050486_02.jpg
3034,57023802-95,95,ANTRACITA,GREY,K-CIRCULAR,Bottoms,Trousers & leggings,Leggings and joggers,Leggings,datathon/images/2023_57023802_95.jpg
3035,57082525-PL,PL,PLATA,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57082525_PL.jpg
3036,57062896-TC,TC,TEJANO CLARO,BLUE,J-JEANS,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57062896_TC.jpg
3037,57004429-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Shoulder bag,datathon/images/2023_57004429_99.jpg
3038,57050230-56,56,NAVY,BLUE,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_57050230_56.jpg
3039,57095971-56,56,NAVY,BLUE,P-PLANA,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2023_57095971_56.jpg
3040,57025805-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Crossbody bag,datathon/images/2023_57025805_99.jpg
3041,57017718-08,08,BEIGE,WHITE,K-CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57017718_08.jpg
3042,57067719-43,43,VERDE,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2023_57067719_43.jpg
3043,57026008-PL,PL,PLATA,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2023_57026008_PL.jpg
3044,57096007-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,datathon/images/2023_57096007_99.jpg
3045,57067731-99,99,NEGRO,GREY,K-CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57067731_99.jpg
3046,57076020-07,07,ARENA,WHITE,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2023_57076020_07.jpg
3047,57027745-81,81,ROSA PASTEL,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Scarf,datathon/images/2023_57027745_81.jpg
3048,57098276-05,05,CRUDO,WHITE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57098276_05.jpg
3049,53030651-15,15,MOSTAZA,YELLOW,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_53030651_15.jpg
3050,53090774-02,02,OFFWHITE,WHITE,P-PLANA,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2019_53090774_02.jpg
3051,53033750-70,70,ROJO,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Glasses,datathon/images/2019_53033750_70.jpg
3052,53033047-99,99,NEGRO,GREY,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_53033047_99.jpg
3053,53015758-09,09,CAMEL,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53015758_09.jpg
3054,53075767-56,56,NAVY,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53075767_56.jpg
3055,51005035-79,79,CALDERO,RED,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_51005035_79.jpg
3056,57016704-15,15,MOSTAZA,YELLOW,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Boots,datathon/images/2019_57016704_15.jpg
3057,57045907-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Kerchief,datathon/images/2019_57045907_99.jpg
3058,53090930-43,43,VERDE,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53090930_43.jpg
3059,57084382-99,99,NEGRO,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57084382_99.jpg
3060,57047890-99,99,NEGRO,GREY,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2019_57047890_99.jpg
3061,57038255-30,30,MARRON,BROWN,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57038255_30.jpg
3062,57037697-08,08,BEIGE,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57037697_08.jpg
3063,57017689-09,09,CAMEL,WHITE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_57017689_09.jpg
3064,57027702-43,43,VERDE,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57027702_43.jpg
3065,47065840-01,01,BLANCO,WHITE,K-CIRCULAR,"Accesories, Swim and Intimate",Swim and intimate,Swimwear,Bikini top,datathon/images/2023_47065840_01.jpg
3066,47067108-99,99,NEGRO,GREY,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2023_47067108_99.jpg
3067,57040086-12,12,AMARILLO,YELLOW,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Bucket bag,datathon/images/2023_57040086_12.jpg
3068,57012518-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57012518_99.jpg
3069,47088647-99,99,NEGRO,GREY,K-CIRCULAR,Tops,T-shirts,Bodysuits,Bodysuit,datathon/images/2023_47088647_99.jpg
3070,57050476-TM,TM,TEJANO MEDIO,BLUE,J-JEANS,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57050476_TM.jpg
3071,57055790-05,05,CRUDO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,"Hats, scarves and gloves",Beanie,datathon/images/2023_57055790_05.jpg
3072,57045792-99,99,NEGRO,GREY,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57045792_99.jpg
3073,57014424-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Bucket bag,datathon/images/2023_57014424_99.jpg
3074,57085795-56,56,NAVY,BLUE,K-CIRCULAR,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57085795_56.jpg
3075,57074424-09,09,CAMEL,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2023_57074424_09.jpg
3076,57025801-95,95,ANTRACITA,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57025801_95.jpg
3077,57094424-08,08,BEIGE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57094424_08.jpg
3078,57015803-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Totes bag,datathon/images/2023_57015803_99.jpg
3079,57095798-05,05,CRUDO,WHITE,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2023_57095798_05.jpg
3080,57047718-05,05,CRUDO,WHITE,P-PLANA,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2023_57047718_05.jpg
3081,57075804-11,11,AMARILLO PASTEL,YELLOW,T-TRICOT,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57075804_11.jpg
3082,57037723-30,30,MARRON,BROWN,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2023_57037723_30.jpg
3083,57027730-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57027730_02.jpg
3084,57025809-36,36,OLIVA,BROWN,T-TRICOT,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57025809_36.jpg
3085,57046030-43,43,VERDE,GREEN,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2023_57046030_43.jpg
3086,57009123-02,02,OFFWHITE,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57009123_02.jpg
3087,57097761-70,70,ROJO,RED,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57097761_70.jpg
3088,53070624-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Card holder,datathon/images/2019_53070624_99.jpg
3089,53020587-81,81,ROSA PASTEL,PINK,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53020587_81.jpg
3090,51000640-99,99,NEGRO,GREY,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2019_51000640_99.jpg
3091,51020639-99,99,NEGRO,GREY,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2019_51020639_99.jpg
3092,53040644-37,37,KHAKI,BROWN,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53040644_37.jpg
3093,53003738-05,05,CRUDO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_53003738_05.jpg
3094,51033742-70,70,ROJO,RED,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_51033742_70.jpg
3095,53033765-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2019_53033765_OR.jpg
3096,53073772-80,80,NUDE,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,datathon/images/2019_53073772_80.jpg
3097,51085743-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_51085743_99.jpg
3098,53005753-69,69,MARINO,BLUE,P-PLANA,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2019_53005753_69.jpg
3099,53055736-92,92,GRIS,GREY,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2019_53055736_92.jpg
3100,53065768-02,02,OFFWHITE,WHITE,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_53065768_02.jpg
3101,51085034-37,37,KHAKI,BROWN,P-PLANA,Tops,Shirts,Shirt,Shirt,datathon/images/2019_51085034_37.jpg
3102,53053795-99,99,NEGRO,GREY,K-CIRCULAR,Outerwear,Jackets and Blazers,Jackets,Jacket,datathon/images/2019_53053795_99.jpg
3103,57005939-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2019_57005939_OR.jpg
3104,57015927-05,05,CRUDO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57015927_05.jpg
3105,57029204-49,49,BOTELLA,GREEN,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2019_57029204_49.jpg
3106,53080640-43,43,VERDE,GREEN,T-TRICOT,Tops,Tops,Tops,Top,datathon/images/2019_53080640_43.jpg
3107,57037890-05,05,CRUDO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2019_57037890_05.jpg
3108,57027892-99,99,NEGRO,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57027892_99.jpg
3109,67050049-PL,PL,PLATA,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2020_67050049_PL.jpg
3110,67040165-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2020_67040165_99.jpg
3111,53033761-70,70,ROJO,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53033761_70.jpg
3113,47074426-PL,PL,PLATA,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Ring,datathon/images/2023_47074426_PL.jpg
3114,47045866-08,08,BEIGE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_47045866_08.jpg
3115,57040133-02,02,OFFWHITE,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57040133_02.jpg
3116,57040108-80,80,NUDE,PINK,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Shoes,datathon/images/2023_57040108_80.jpg
3117,57030253-56,56,NAVY,BLUE,P-PLANA,"Accesories, Swim and Intimate",Swim and intimate,Intimate,Pyjama,datathon/images/2023_57030253_56.jpg
3118,57050277-99,99,NEGRO,GREY,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_57050277_99.jpg
3120,57072882-99,99,NEGRO,GREY,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57072882_99.jpg
3121,57036713-08,08,BEIGE,WHITE,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2023_57036713_08.jpg
3122,47009012-20,20,NARANJA,ORANGE,K-CIRCULAR,"Accesories, Swim and Intimate",Swim and intimate,Swimwear,Bikini top,datathon/images/2023_47009012_20.jpg
3123,57075965-05,05,CRUDO,WHITE,O-POLIPIEL,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57075965_05.jpg
3124,57093808-99,99,NEGRO,GREY,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_57093808_99.jpg
3125,57085976-40,40,VERDE PASTEL,GREEN,P-PLANA,Tops,Shirts,Shirt,Blouse,datathon/images/2023_57085976_40.jpg
3126,57005802-09,09,CAMEL,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57005802_09.jpg
3127,57004436-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Citybag,datathon/images/2023_57004436_99.jpg
3128,57005804-05,05,CRUDO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57005804_05.jpg
3129,57096722-TN,TN,TEJANO NEGRO,GREY,J-JEANS,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Overall,datathon/images/2023_57096722_TN.jpg
3130,57005824-05,05,CRUDO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57005824_05.jpg
3131,57112889-98,98,VISON,GREY,C-COMPLEMENTOS,Beauty,Fragance,Fragances,Fragance,datathon/images/2023_57112889_98.jpg
3132,57046024-08,08,BEIGE,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Boots,datathon/images/2023_57046024_08.jpg
3133,57096021-68,68,MALVA,PURPLE,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57096021_68.jpg
3134,57087747-17,17,CARAMELO,YELLOW,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2023_57087747_17.jpg
3135,57087751-99,99,NEGRO,GREY,P-PLANA,Bottoms,Skirts and shorts,Skirts,Skirt,datathon/images/2023_57087751_99.jpg
3136,57059119-PL,PL,PLATA,GREY,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57059119_PL.jpg
3137,43027739-01,01,BLANCO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2019_43027739_01.jpg
3138,43005027-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_43005027_99.jpg
3139,41055822-08,08,BEIGE,WHITE,P-PLANA,Outerwear,Jackets and Blazers,Vest,Vest,datathon/images/2019_41055822_08.jpg
3140,43087779-01,01,BLANCO,WHITE,J-JEANS,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2019_43087779_01.jpg
3141,53030579-79,79,CALDERO,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Belts and Ties,Belt,datathon/images/2019_53030579_79.jpg
3142,43063738-46,46,TURQUESA,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Ring,datathon/images/2019_43063738_46.jpg
3143,53050583-15,15,MOSTAZA,YELLOW,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_53050583_15.jpg
3144,51050641-52,52,AZUL,BLUE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Jumpsuit,Jumpsuit,datathon/images/2019_51050641_52.jpg
3145,51090640-30,30,MARRON,BROWN,K-CIRCULAR,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2019_51090640_30.jpg
3146,53093026-30,30,MARRON,BROWN,P-PLANA,Bottoms,Skirts and shorts,Shorts,Shorts,datathon/images/2019_53093026_30.jpg
3147,53093030-99,99,NEGRO,GREY,L-PIEL,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2019_53093030_99.jpg
3148,51073736-92,92,GRIS,GREY,P-PLANA,Outerwear,Coats and Parkas,Coats,Coat,datathon/images/2019_51073736_92.jpg
3149,53000877-02,02,OFFWHITE,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2019_53000877_02.jpg
3150,53063048-99,99,NEGRO,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2019_53063048_99.jpg
3151,53080567-GM,GM,GUNMETAL,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Handbag,datathon/images/2019_53080567_GM.jpg
3152,57007608-36,36,OLIVA,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Ankle Boots,datathon/images/2019_57007608_36.jpg
3153,57065913-99,99,NEGRO,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57065913_99.jpg
3154,57027686-05,05,CRUDO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57027686_05.jpg
3155,57007695-91,91,GRIS CLARO VIGORE,GREY,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57007695_91.jpg
3156,57054380-08,08,BEIGE,WHITE,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2019_57054380_08.jpg
3157,57049085-OR,OR,ORO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2019_57049085_OR.jpg
3158,47004378-26,26,PEACH,ORANGE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Sunglasses,datathon/images/2023_47004378_26.jpg
3159,47071287-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_47071287_OR.jpg
3160,57010043-57,57,AZUL NOCHE,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Footwear,Sandals,datathon/images/2023_57010043_57.jpg
3161,57092505-32,32,CHOCOLATE,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Glasses,Sunglasses,datathon/images/2023_57092505_32.jpg
3162,57052001-05,05,CRUDO,WHITE,P-PLANA,Tops,Tops,Tops,Top,datathon/images/2023_57052001_05.jpg
3163,57064386-37,37,KHAKI,BROWN,P-PLANA,Outerwear,Coats and Parkas,Outer Vest,Outer vest,datathon/images/2023_57064386_37.jpg
3164,57001027-14,14,LIMA,YELLOW,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Wallets & cases,Case,datathon/images/2023_57001027_14.jpg
3165,57050276-87,87,CORAL,PINK,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57050276_87.jpg
3166,57093794-05,05,CRUDO,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Cardigans,Cardigan,datathon/images/2023_57093794_05.jpg
3167,57042884-99,99,NEGRO,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57042884_99.jpg
3168,57082884-05,05,CRUDO,WHITE,K-CIRCULAR,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57082884_05.jpg
3169,57001065-01,01,BLANCO,WHITE,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57001065_01.jpg
3171,57013807-07,07,ARENA,WHITE,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57013807_07.jpg
3172,57024032-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Earrings,datathon/images/2023_57024032_OR.jpg
3173,57074028-01,01,BLANCO,WHITE,K-CIRCULAR,Tops,Tops,Tops,Top,datathon/images/2023_57074028_01.jpg
3174,57076307-77,77,VINO,RED,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57076307_77.jpg
3175,57035795-35,35,TOPO,BROWN,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater Vest,datathon/images/2023_57035795_35.jpg
3176,57046004-OR,OR,ORO,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Jewellery,Necklace,datathon/images/2023_57046004_OR.jpg
3177,57098266-94,94,GRIS MEDIO VIGORE,GREY,K-CIRCULAR,Tops,T-shirts,T-shirt,T-Shirt,datathon/images/2023_57098266_94.jpg
3178,57004440-11,11,AMARILLO PASTEL,YELLOW,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Accessories,Bags,Shoulder bag,datathon/images/2023_57004440_11.jpg
3179,57007745-32,32,CHOCOLATE,BROWN,T-TRICOT,Tops,Sweaters and Cardigans,Sweater,Sweater,datathon/images/2023_57007745_32.jpg
3180,57057734-99,99,NEGRO,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57057734_99.jpg
3181,57057742-05,05,CRUDO,WHITE,K-CIRCULAR,Tops,Sweaters and Cardigans,Sweatshirts,Sweatshirt,datathon/images/2023_57057742_05.jpg
3182,57066726-PL,PL,PLATA,GREY,O-POLIPIEL,Bottoms,Trousers & leggings,Trousers,Trousers,datathon/images/2023_57066726_PL.jpg
3183,57076025-50,50,CELESTE,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57076025_50.jpg
3184,57038279-92,92,GRIS,GREY,P-PLANA,Outerwear,Jackets and Blazers,Blazers,Blazer,datathon/images/2023_57038279_92.jpg
3185,57029122-12,12,AMARILLO,YELLOW,T-TRICOT,"Dresses, jumpsuits and Complete set",Dresses and jumpsuits,Dresses,Dress,datathon/images/2023_57029122_12.jpg
